speaker,text,start_time,end_time,cleaned_text,is_question,is_exclamation,contains_negation,contains_reference,contains_agreement,contains_disagreement,contains_emotion_words,contains_personal_attack,contains_group_identity,contains_emphasis,contains_conditional,sentence_length
BIDEN,That’s a good point.,,,that s a good point.,False,False,False,False,False,False,False,False,False,False,False,5
WALLACE,"We have six segments. We have ended that segment. We’re going to go to the next segment. In that segment, you each are going to have two uninterrupted moments. In those two uninterrupted minutes, Mr. President, you can say anything you want. I’m going to ask a question about race, but if you want to answer about something else, go ahead. But we, I, I think that the country would be better served, if we allowed both people to speak with fewer interruptions. I’m appealing to you, sir, to do that.",,,"we have six segments. we have ended that segment. we re going to go to the next segment. in that segment, you each are going to have two uninterrupted moments. in those two uninterrupted minutes, mr. president, you can say anything you want. i m going to ask a question about race, but if you want to answer about something else, go ahead. but we, i, i think that the country would be better served, if we allowed both people to speak with fewer interruptions. i m appealing to you, sir, to do that.",False,False,False,True,False,False,False,False,True,False,True,94
TRUMP,"Well, and him too.",,,"well, and him too.",False,False,False,True,False,False,False,False,False,False,False,4
WALLACE,"Well, frankly, you’ve been doing more interrupting than he has.",,,"well, , you ve been doing more interrupting than he has.",False,False,False,True,False,False,False,False,False,False,False,11
TRUMP,"Well, that’s all right, but he does plenty.",,,"well, that s all right, but he does plenty.",False,False,False,True,False,False,False,False,False,False,False,9
WALLACE,"Well, sir, less than-",,,"well, sir, less than-",False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,He does plenty.,,,he does plenty.,False,False,False,True,False,False,False,False,False,False,False,3
WALLACE,"No, less than you have. Let’s please continue on. The issue of race. Vice-President Biden, you say that President Trump’s response to the violence in Charlottesville three years ago, when he talked about very fine people on both sides, was what directly led you to launch this run for president.",,,"no, less than you have. let s please continue on. the issue of race. vice-president biden, you say that president trump s response to the violence in charlottesville three years ago, when he talked about very fine people on both sides, was what directly led you to launch this run for president.",False,False,False,True,False,False,False,False,False,True,False,52
TRUMP,"Oh yeah, sure.",,,"yeah, sure.",False,False,False,False,False,False,False,False,False,False,False,2
WALLACE,"President Trump, you have often said that you believe you will have done more for Black Americans than any president with the possible exception of Abraham Lincoln.",,,"president trump, you have often said that you believe you will have done more for black americans than any president with the possible exception of abraham lincoln.",False,False,False,True,False,False,False,False,False,False,False,27
TRUMP,That’s true.,,,that s true.,False,False,False,False,False,False,False,False,False,False,False,3
WALLACE,"My question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? Vice President Biden, you go first.",,,"my question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? vice president biden, you go first.",False,False,False,True,False,False,False,False,False,False,False,37
BIDEN,"It’s about equity and equality. It’s about decency. It’s about the Constitution. And we have never walked away from trying to require, acquire equity for everyone, equality for the whole of America. But we’ve never accomplished it, but we’ve never walked away from it like he has done. It is true, the reason I got in the race is when those people. . . Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, spewing–just spewing anti-Semitic bile and accompanied by the Ku Klux Klan. A young woman got killed, and they asked the president what he thought. He said, “There were very fine people on both sides.” No president’s ever said anything like that. [crosstalk].",,,"it s about equity and equality. it s about decency. it s about the constitution. and we have never walked away from trying to require, acquire equity for everyone, equality for the whole of america. but we ve never accomplished it, but we ve never walked away from it he has done. it is true, the reason i got in the race is when those people. . . close your eyes, remember what those people look coming out of the fields, carrying torches, their veins bulging, spewing just spewing anti-semitic bile and accompanied by the ku klux klan. a young woman got killed, and they asked the president what he thought. he said, there were very fine people on both sides. no president s ever said anything that. [crosstalk].",False,False,True,True,False,True,False,False,True,True,False,129
WALLACE,It is his-,,,it is his-,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,Now-,,,now-,False,False,False,False,False,False,False,False,False,False,False,1
WALLACE,… two minutes sir.,,,two minutes sir.,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,"… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said “All he ever wants to do is divide people, not unite people at all.” This is a president who has used everything as a dog whistle, to try to generate racist hatred, racist division.",,,"second point i d make to you, is that when floyd was killed, when mr. floyd was killed, there was a peaceful protest in front of the white house. what did he do? he came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a bible. and then what happened after that? the bishop of that very church said that it was a disgrace. the general who was with him said all he ever wants to do is divide people, not unite people at all. this is a president who has used everything as a dog whistle, to try to generate racist hatred, racist division.",False,False,True,True,False,True,False,False,True,True,False,119
TRUMP,So-,,,so-,False,False,False,False,False,False,False,False,False,False,False,1
WALLACE,"President Trump, you have two minutes. Why should Americans trust you over your opponent to deal with race issues?",,,"president trump, you have two minutes. why should americans trust you over your opponent to deal with race issues?",True,False,False,True,False,False,False,False,False,False,False,19
TRUMP,"You did a crime bill, 1994, where you called them super-predators. African-Americans are super-predators and they’ve never forgotten it. They’ve never forgotten it.",,,"you did a crime bill, 1994, where you called them super-predators. african-americans are super-predators and they ve never forgotten it. they ve never forgotten it.",False,False,True,True,False,True,False,False,True,False,False,25
BIDEN,I’ve never said-,,,i ve never said-,False,False,True,False,False,True,False,False,False,False,False,4
WALLACE,"No, no, sir. It’s his two minutes.",,,"no, no, sir. it s his two minutes.",False,False,False,False,False,False,False,False,False,False,False,8
TRUMP,"So you did that, and they call you super-predator and I’m letting people out of jail now, that you have treated the African-American population community, you have treated the black community about as bad as anybody in this country. You did the 1990–and that’s why, if you look at the polls, I’m doing better than any Republican has done in a long time, because they saw what you did. You call them super-predators, and you’ve called them worse than that. Because you look back at your testimony over the years, you’ve called them a lot worse than that. As far as the church is concerned, and as far as the generals are concerned, we just got the support of 200–250 military leaders and generals, total support. Law enforcement, almost every law enforcement group in the United States. I have Florida. I have Texas. I have Ohio. I have every… Excuse me, Portland, the sheriff just came out today and he said, “I support President Trump.”",,,"so you did that, and they call you super-predator and i m letting people out of jail now, that you have treated the african-american population community, you have treated the black community about as bad as anybody in this country. you did the 1990 and that s why, if you look at the polls, i m doing better than any republican has done in a long time, because they saw what you did. you call them super-predators, and you ve called them worse than that. because you look back at your testimony over the years, you ve called them a lot worse than that. as far as the church is concerned, and as far as the generals are concerned, we just got the support of 200 250 military leaders and generals, total support. law enforcement, almost every law enforcement group in the united states. i have florida. i have texas. i have ohio. i have every excuse me, portland, the sheriff just came out today and he said, i support president trump.",False,False,False,True,False,False,False,False,True,False,True,172
WALLACE,"All right. I want to return to the question of race. Vice President Biden, after the grand jury in the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, “Whether justice could be equally applied in America.” Do you believe that there is a separate but unequal system of justice for Blacks in this country?",,,"all right. i want to return to the question of race. vice president biden, after the grand jury in the breonna taylor case decided not to charge any of the police with homicide, you said it raises the question, whether justice could be equally applied in america. do you believe that there is a separate but unequal system of justice for blacks in this country?",True,False,True,True,False,True,False,False,False,False,False,65
BIDEN,"Yes, there is. There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us. But there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I’m going to do as President of the United States is call a, a, together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out.",,,"yes, there is. there s systemic injustice in this country, in education and work and in law enforcement and the way in which it s enforced. but look, the vast majority of police officers are good, decent, honorable men and women. they risk their lives every day to take care of us. but there are some bad apples. and when they occur, when they find them, they have to be sorted out. they have to be held accountable. they have to be held accountable. and what i m going to do as president of the united states is call a, a, together an entire group of people at the white house, everything from the civil rights groups, to the police officers, to the police chiefs, and we re going to work this out.",False,False,False,True,False,False,False,False,True,False,False,133
WALLACE,"All right, Mr.-",,,"all right, mr.-",False,False,False,False,False,False,False,False,False,False,False,3
TRUMP,What is peaceful protest? When they run through the middle of the town-,,,what is peaceful protest? when they run through the middle of the town-,False,False,False,True,False,False,False,False,True,False,False,13
WALLACE,President Trump-,,,president trump-,False,False,False,False,False,False,False,False,False,False,False,2
TRUMP,… and burn down your stores and kill people all over the place- [crosstalk].,,,and burn down your stores and kill people all over the place- [crosstalk].,False,False,False,False,False,False,False,False,False,False,False,13
BIDEN,That is not peaceful protest.,,,that is not peaceful protest.,False,False,True,False,False,True,False,False,False,False,False,5
TRUMP,"No it’s not, but you say it is.",,,"no it s not, but you say it is.",False,False,True,True,False,True,False,False,False,False,False,9
BIDEN,I did not say it is.,,,i did not say it is.,False,False,True,False,False,True,False,False,False,False,False,6
WALLACE,"President Trump, I’d like to continue with the issue of race. I promise we’re going to get to the issue of law and order in a moment.",,,"president trump, i d to continue with the issue of race. i promise we re going to get to the issue of law and order in a moment.",False,False,False,False,False,False,False,False,True,False,False,28
TRUMP,Fine.,,,fine.,False,False,False,False,False,False,False,False,False,False,False,1
WALLACE,"This month, your Administration, uh, directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?",,,"this month, your administration, , directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. why did you decide to do that, to end racial sensitivity training? and do you believe that there is systemic racism in this country, sir?",True,False,False,True,False,False,False,False,False,False,False,46
TRUMP,"I ended it because it’s racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it was a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it, oh it’s totally racial. [crosstalk]",,,"i ended it because it s racist. i ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. that it was a radical revolution that was taking place in our military, in our schools, all over the place. and it, and so does everybody else. and he would know it, it s totally racial. [crosstalk]",False,False,False,True,True,False,False,False,True,True,False,65
WALLACE,What is radical about racial sensitivity training?,,,what is radical about racial sensitivity training?,True,False,False,False,False,False,False,False,False,False,False,7
TRUMP,"If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we would pay people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And, and really, they were teaching people to hate our country. And I’m not going to do that. I’m not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It’s a racist place. And they were teaching people to hate our country. And I’m not going to allow that to happen.",,,"if you were a certain person, you had no status in life. it was sort of a reversal. and if you look at the people, we would pay people hundreds of thousands of dollars to teach very bad ideas and , very sick ideas. and, and really, they were teaching people to hate our country. and i m not going to do that. i m not going to allow that to happen. we have to go back to the core values of this country. they were teaching people that our country is a horrible place. it s a racist place. and they were teaching people to hate our country. and i m not going to allow that to happen.",False,False,True,True,False,True,False,False,True,True,True,119
BIDEN,Nobody’s doing that.,,,nobody s doing that.,False,False,False,False,False,False,False,False,False,False,False,4
WALLACE,Vice President Biden.,,,vice president biden.,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,Nobody’s doing that. He’s the racist.,,,nobody s doing that. he s the racist.,False,False,False,True,False,False,False,False,False,False,False,8
TRUMP,You just don’t know.,,,you just don t know.,False,False,False,True,False,False,False,False,False,False,False,5
BIDEN,Here’s the deal. I know a lot more about this- [crosstalk].,,,here s the deal. i know a lot more about this- [crosstalk].,False,False,False,False,False,False,False,False,False,False,False,12
TRUMP,You don’t know.,,,you don t know.,False,False,False,True,False,False,False,False,False,False,False,4
WALLACE,Let him finish.,,,let him finish.,False,False,False,True,False,False,False,False,False,False,False,3
BIDEN,"The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, uh, what insults them, what is demeaning to them. It’s important that people know. Many people don’t want to hurt other people’s feelings. But it’s amazing, it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a self-sense, a sense of self-esteem. It’s a little bit like how this guy and, and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, and grew up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They look down on people who are a different color. In fact, we’re all Americans. The only way we’re gonna bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on, and we can defeat racism in America.",,,"the fact is that there is racial insensitivity. people have to be made aware of what other people feel , , what insults them, what is demeaning to them. it s important that people know. many people don t want to hurt other people s feelings. but it s amazing, it makes a big difference. it makes a gigantic difference in the way a child is able to grow up and have a self-sense, a sense of self-esteem. it s a little bit how this guy and, and his friends look down on so many people. they look down their nose on people irish catholics, me, and grew up in scranton. they look down on people who don t have money. they look down on people who are of a different faith. they look down on people who are a different color. in fact, we re all americans. the only way we re gonna bring this country together is bring everybody together. there s nothing we cannot do, if we do it together. we can take this on, and we can defeat racism in america.",False,False,False,True,False,False,False,False,True,False,True,185
WALLACE,"Vice President… I mean, President Trump, sir.",,,"vice president i mean, president trump, sir.",False,False,False,False,False,False,False,False,False,False,False,7
TRUMP,"During the Obama-Biden Administration, there was tremendous division. There was hatred. You look at, uh, Ferguson, you look at, or you go to very…many places. Look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened a . . . Frankly, it was more violent than what I’m even seeing now.",,,"during the obama-biden administration, there was tremendous division. there was hatred. you look at, , ferguson, you look at, or you go to very many places. look at oakland. look what happened in oakland. look what happened in baltimore. look what happened a . . . , it was more violent than what i m even seeing now.",False,False,False,True,False,False,False,False,False,True,False,58
BIDEN,Oh my Lord.,,,my lord.,False,False,False,False,False,False,False,False,False,False,False,2
TRUMP,But the reason-,,,but the reason-,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,This is ridiculous.,,,this is ridiculous.,False,False,False,False,False,False,False,False,False,False,False,3
TRUMP,… is that the Democrats that run these cities-,,,is that the democrats that run these cities-,False,False,False,False,False,False,False,False,False,False,False,8
BIDEN,Absolutely ridiculous.,,,absolutely ridiculous.,False,False,False,False,True,False,False,False,False,True,False,2
TRUMP,"… don’t want to talk, like you, about law and order.",,,"don t want to talk, you, about law and order.",False,False,False,False,False,False,False,False,False,False,False,10
BIDEN,Violent crime. . .,,,violent crime. . .,False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,And you still haven’t mentioned.,,,and you still haven t mentioned.,False,False,False,True,False,False,False,False,False,False,False,6
BIDEN,Violent crime. . .,,,violent crime. . .,False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,Are you in favor of law and order?,,,are you in favor of law and order?,True,False,False,True,False,False,False,False,False,False,False,8
BIDEN,I’m in favor of law. You follow a little bit of order- [crosstalk].,,,i m in favor of law. you follow a little bit of order- [crosstalk].,False,False,False,True,False,False,False,False,False,False,False,14
TRUMP,Are you in favor of law and order? [crosstalk],,,are you in favor of law and order? [crosstalk],False,False,False,True,False,False,False,False,False,False,False,9
BIDEN,Yes I’m in favor of. . .,,,yes i m in favor of. . .,False,False,False,False,False,False,False,False,False,False,False,8
WALLACE,"You asked a question, let him finish. [crosstalk] Let him answer.",,,"you asked a question, let him finish. [crosstalk] let him answer.",False,False,False,True,False,False,False,False,False,False,False,11
BIDEN,"Law and order with justice, where people get treated fairly.",,,"law and order with justice, where people get treated fairly.",False,False,False,False,False,False,False,False,False,False,False,10
TRUMP,Okay.,,,okay.,False,False,False,False,False,False,False,False,False,False,False,1
BIDEN,"And the fact of the matter is, violent crime went down 17 percent, 15 percent in our Administration. It’s gone up on his watch.",,,"and the fact of the matter is, violent crime went down 17 percent, 15 percent in our administration. it s gone up on his watch.",False,False,False,False,False,False,False,False,False,False,False,25
WALLACE,Okay.,,,okay.,False,False,False,False,False,False,False,False,False,False,False,1
TRUMP,It went down much more in ours.,,,it went down much more in ours.,False,False,False,False,False,False,False,False,False,False,False,7
WALLACE,"All right, we’re done- [crosstalk] Mr. President, you’re going to be very happy because we’re now going to talk about law and order.",,,"all right, we re done- [crosstalk] mr. president, you re going to be very happy because we re now going to talk about law and order.",False,False,False,True,False,False,True,False,True,True,False,26
TRUMP,The places we had trouble were Democratic-run cities. . .,,,the places we had trouble were democratic-run cities. . .,False,False,False,False,False,False,False,False,True,False,False,10
WALLACE,"That’s exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on Democratic mayors and Democratic governors. But in fact, there have been equivalent spikes in Republican-led cities, like Tulsa and Fort Worth. So the question is, is this really a party issue?",,,"that s exactly my question. there has been a dramatic increase in homicides in america this summer particularly, and you often blame that on democratic mayors and democratic governors. but in fact, there have been equivalent spikes in republican-led cities, tulsa and fort worth. so the question is, is this really a party issue?",True,False,False,True,True,False,False,False,False,True,False,54
TRUMP,"I think it’s a party issue. You can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where, uh, 53 people were shot and eight died. Shot. If you look at New York where it’s going up, like nobody’s ever seen anything. The numbers are going up a 100, 150, 200 percent, uh, crime, it is crazy what’s going on . . .",,,"i think it s a party issue. you can bring in a couple of examples but if you look at chicago, what s going on in chicago where, , 53 people were shot and eight died. shot. if you look at new york where it s going up, nobody s ever seen anything. the numbers are going up a 100, 150, 200 percent, , crime, it is crazy what s going on . . .",False,False,False,True,False,False,False,False,False,False,True,75
BIDEN,"Republican cities, republican cities.",,,"republican cities, republican cities.",False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,". . . and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with. But if he ever got to run this country, and they ran it the way he would want to run it, we would have. . .",,,". . . and he doesn t want to say law and order because he can t because he ll lose his radical left supporters and once he does that, it s over with. but if he ever got to run this country, and they ran it the way he would want to run it, we would have. . .",False,False,False,True,False,False,False,False,True,False,True,60
BIDEN,By the way. . .,,,by the way. . .,False,False,False,False,False,False,False,False,False,False,False,5
TRUMP,". . . our suburbs would be gone. By the way, our suburbs would be gone. And you would see problems like you’ve never seen before.",,,". . . our suburbs would be gone. by the way, our suburbs would be gone. and you would see problems you ve never seen before.",False,False,True,True,False,True,False,False,False,False,False,26
BIDEN,"He wouldn’t know a suburb unless you took a wrong turn. He was, he was. . .",,,"he wouldn t know a suburb unless you took a wrong turn. he was, he was. . .",False,False,False,True,False,True,False,False,False,False,True,18
TRUMP,"Oh, I know suburbs so much better than you.",,,", i know suburbs so much better than you.",False,False,False,False,False,False,False,False,False,False,False,9
WALLACE,Gentlemen wait a minute.,,,gentlemen wait a minute.,False,False,False,False,False,False,False,False,False,False,False,4
BIDEN,"I was raised in the suburbs. This is not 1950. All these dog whistles and racism don’t work anymore. Suburbs are by and large integrated. There’s as many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past. What’s, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They’re dying in the suburbs. His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything. That’s why the suburbs are in trouble.",,,"i was raised in the suburbs. this is not 1950. all these dog whistles and racism don t work anymore. suburbs are by and large integrated. there s as many people today driving their kids to soccer practice and/or black and white and hispanic in the same car as there have been any time in the past. what s, what really is a threat to the suburbs and their safety is his failure to deal with covid. they re dying in the suburbs. his failure to deal with the environment, they re being flooded, they re being burned out because his refusal to do anything. that s why the suburbs are in trouble.",False,False,True,True,False,True,False,False,True,True,False,113
WALLACE,"I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support?",,,"i do want to talk about this issue of law and order though. and in the joint recommendation that came from the biden-bernie sanders task force, you talked about quote re-imagining policing. first of all, what does re-imagining policing mean and do you support?",True,False,False,True,False,False,False,False,False,False,False,44
BIDEN,It means. . .,,,it means. . .,False,False,False,False,False,False,False,False,False,False,False,4
WALLACE,". . . If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call uh, for uh, community control of policing?",,,". . . if i might finish the question, what does re-imagining policing mean and do you support the black lives matter call , for , community control of policing?",True,False,False,True,False,False,False,False,False,False,True,30
BIDEN,"Look, what I support is the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding, in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before, where the officers get to know the people in the communities. That’s when crime went down, it didn’t go up. It went down. And so we have to be engaged with . . .",,,"look, what i support is the police having the opportunity to deal with the problems they face and i m totally opposed to defunding the police offices. as a matter of fact police, local police, the only one defunding, in his budget calls for a $400 million cut in local law enforcement assistance. they need more assistance. they need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. we have to have community policing we had before, where the officers get to know the people in the communities. that s when crime went down, it didn t go up. it went down. and so we have to be engaged with . . .",False,False,False,True,False,False,False,False,True,True,False,137
TRUMP,"That’s not what they are talking about, Chris. That’s not what it . . . He’s talking about defunding the police.",,,"that s not what they are talking about, chris. that s not what it . . . he s talking about defunding the police.",False,False,True,True,False,True,False,False,True,False,False,24
BIDEN,That’s exactly. . . that is not true.,,,that s exactly. . . that is not true.,False,False,True,False,False,True,False,False,False,False,False,9
TRUMP,He doesn’t have any law support. He has no law enforcement support.,,,he doesn t have any law support. he has no law enforcement support.,False,False,True,True,False,True,False,False,False,False,False,13
TRUMP,Almost nothing.,,,almost nothing.,False,False,False,False,False,False,False,False,False,False,False,2
BIDEN,"That’s not true. That’s not. . . Oh, look. . .",,,"that s not true. that s not. . . , look. . .",False,False,True,False,False,True,False,False,False,False,False,13
TRUMP,"Oh, really, who do you have? Name one group that supports you. Name one group that came out and supported you. Go ahead. Think. We have time.",,,", really, who do you have? name one group that supports you. name one group that came out and supported you. go ahead. think. we have time.",False,False,False,True,False,False,False,False,True,False,False,27
BIDEN,We don’t have time to do anything except . . .,,,we don t have time to do anything except . . .,False,False,False,False,False,False,False,False,True,False,False,12
TRUMP,"No, no. Think about it. Name one law enforcement group that came out in support of you.",,,"no, no. think about it. name one law enforcement group that came out in support of you.",False,False,False,False,False,False,False,False,False,False,False,17
BIDEN,"Folks, folks. . .",,,"folks, folks. . .",False,False,False,False,False,False,False,False,False,False,False,4
WALLACE,"Now, gentleman. I think I’m going to take back the moderator’s role. . .",,,"now, gentleman. i think i m going to take back the moderator s role. . .",False,False,False,False,False,False,False,False,False,False,False,16
TRUMP,There aren’t any. I don’t think there are any.,,,there aren t any. i don t think there are any.,False,False,False,False,False,False,False,False,False,False,False,11
WALLACE,". . . and I want to get to another subject, which is the issue of protests in many cities that have turned violent. In Portland, Oregon, especially we had a, more than a hundred straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-President you say that people who commit crimes should be held accountable. The question I have, though, is as the Democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you gotta stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”",,,". . . and i want to get to another subject, which is the issue of protests in many cities that have turned violent. in portland, oregon, especially we had a, more than a hundred straight days of protests, which i think you would agree, you talk about peaceful protests. many of those turned into riots. mr. vice-president you say that people who commit crimes should be held accountable. the question i have, though, is as the democratic nominee, and earlier tonight, you said that you are the democratic party right now, have you ever called the democratic mayor of portland or the democratic governor of oregon and said, hey, you gotta stop this, bring in the national guard, do whatever it takes, but you d stop the days and months of violence in portland.",False,False,False,True,True,False,False,False,True,False,False,135
BIDEN,"I don’t hold public office, now. I am a former Vice-President. I’ve made it clear. I’ve made it clear in my public statements that the violence should be prosecuted. It should be prosecuted, and anyone who commits it should be prosecuted.",,,"i don t hold public office, now. i am a former vice-president. i ve made it clear. i ve made it clear in my public statements that the violence should be prosecuted. it should be prosecuted, and anyone who commits it should be prosecuted.",False,False,False,False,False,False,False,False,False,False,False,44
WALLACE,But you’ve never called for the people…,,,but you ve never called for the people,False,False,True,True,False,True,False,False,False,False,False,8
TRUMP,He’s never done that.,,,he s never done that.,False,False,True,True,False,True,False,False,False,False,False,5
WALLACE,"Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots.",,,"excuse me, sir. you had never called for the leaders in portland and in oregon to call and bring in the national guard and knock off a 100 days of riots.",False,False,True,True,False,True,False,False,False,False,False,31
BIDEN,They can in fact take care of it if he’d just stay out of the way.,,,they can in fact take care of it if he d just stay out of the way.,False,False,False,True,False,False,False,False,True,False,True,17
TRUMP,Oh really? Oh really?,,,really? really?,True,False,False,False,False,False,False,False,False,False,False,2
WALLACE,"Let, let’s just. . .",,,"let, let s just. . .",False,False,False,False,False,False,False,False,False,False,False,6
TRUMP,I sent in the US Marshals. . .,,,i sent in the us marshals. . .,False,False,False,False,False,False,False,False,True,False,False,8
BIDEN,"Here, here’s the thing. . .",,,"here, here s the thing. . .",False,False,False,False,False,False,False,False,False,False,False,7
WALLACE,I asked a question. . .,,,i asked a question. . .,False,False,False,False,False,False,False,False,False,False,False,6
TRUMP,". . .to get the killer of a young man in the middle of the street, they shot him. For three days Portland didn’t do anything.",,,". . .to get the killer of a young man in the middle of the street, they shot him. for three days portland didn t do anything.",False,False,False,True,False,False,False,False,True,False,False,27
WALLACE,President Trump. President Trump. President Trump. . . I interrupted. President Trump.,,,president trump. president trump. president trump. . . i interrupted. president trump.,False,False,False,False,False,False,False,False,False,False,False,12
TRUMP,I sent in the US Marshals they took care of business.,,,i sent in the us marshals they took care of business.,False,False,False,True,False,False,False,False,True,False,False,11
WALLACE,Go ahead sir.,,,go ahead sir.,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,"And by the way his own former spokesperson said, you know, “Riots and chaos and violence help his cause.” That’s what this is all about.",,,"and by the way his own former spokesperson said, , riots and chaos and violence help his cause. that s what this is all about.",False,False,False,False,False,False,False,False,False,False,False,25
TRUMP,I don’t know who said that.,,,i don t know who said that.,False,False,False,False,False,False,False,False,False,False,False,7
BIDEN,I do.,,,i do.,False,False,False,False,False,False,False,False,False,False,False,2
TRUMP,Who?,,,who?,True,False,False,False,False,False,False,False,False,False,False,1
BIDEN,I think it–Kellyanne Conway.,,,i think it kellyanne conway.,False,False,False,False,False,False,False,False,False,False,False,5
TRUMP,I don’t think she said that.,,,i don t think she said that.,False,False,False,True,False,False,False,False,False,False,False,7
BIDEN,She said that.,,,she said that.,False,False,False,True,False,False,False,False,False,False,False,3
TRUMP,I don’t think so.,,,i don t think so.,False,False,False,False,False,False,False,False,False,False,False,5
BIDEN,"And so here, here’s the point. The point is that, that’s what he is keep trying to rile everything up. He doesn’t want to calm things down. Instead of going in and talking to people and saying, “Let’s get everybody together. Figure out how to deal with this.” What’s he do? He just pours gasoline in the fire. Constantly. At every single solitary time.",,,"and so here, here s the point. the point is that, that s what he is keep trying to rile everything up. he doesn t want to calm things down. instead of going in and talking to people and saying, let s get everybody together. figure out how to deal with this. what s he do? he just pours gasoline in the fire. constantly. at every single solitary time.",False,False,False,True,False,False,False,False,False,False,False,69
WALLACE,"Okay. And, and, and to end this, button up this segment, I’m going to give you a minute to answer, sir. You have repeatedly…",,,"okay. and, and, and to end this, button up this segment, i m going to give you a minute to answer, sir. you have repeatedly",False,False,False,True,False,False,False,False,False,False,False,25
TRUMP,"You mean, I have to answer his stuff?",,,"you mean, i have to answer his stuff?",True,False,False,True,False,False,False,False,False,False,False,8
WALLACE,You have repeatedly…,,,you have repeatedly,False,False,False,True,False,False,False,False,False,False,False,3
TRUMP,His statement?,,,his statement?,True,False,False,False,False,False,False,False,False,False,False,2
WALLACE,You have repeatedly. . . No. . .,,,you have repeatedly. . . no. . .,False,False,False,True,False,False,False,False,False,False,False,8
TRUMP,"Wait a second, you made a statement.",,,"wait a second, you made a statement.",False,False,False,True,False,False,False,False,False,False,False,7
WALLACE,"No, you’ve been talking back and forth. I’m asking you.",,,"no, you ve been talking back and forth. i m asking you.",False,False,False,True,False,False,False,False,False,False,False,12
